id,title,skills,employment_type,salary,remote,company_name,company_location,description,posted_date,updated_date,company_id,position_id
1526,ERP Specialist,,,,,INSPYR Solutions,,"Title: ERP SpecialistLocation: Fort Mill, SCDuration: Direct HireCompensation: $80k-$95kWork Requirements: , Holders or Authorized to Work in the U.S. Skillset / Experience:This is a special opportunity for someone with strong master data experience in various modules of Business Central 365 NAV to expand those skills and also get experience in other facets of IT. The work of the ERP Specialist involves developing and maintaining a full understanding of our client's sales, purchasing, and production processes. The ERP Specialist will be responsible for developing, maintaining, and supporting modifications to the Business Central 365 NAV system, developing and delivering system training for users, and utilizing various tools to pull data from the system for business and financial analysis. The role will interface with all levels of employees in all departments.Functions/Responsibilities Conduct, behavior and actions in accordance with our client's core values of Caring, Creativity, Determination, Dependability and Teamwork. Conduct, behavior and actions in accordance with our client's Valued Colleague Pledge. Assist with mass uploads or changes to Master Data. Troubleshoot and resolve any ERP related hardware, software, user access or other problems. Participate in projects to gather user requirements, configure, test and implement ERP systems and applications. Assist with coordinating new software releases, fixes and upgrades with technical teams and users. Recommend new features or changes to configuration/workflows based on user feedback. Participate in system updates: collaborate in planning, coordinate system downtime, backup, communicate to end users about enhancements. Provide general technical support on all Business Central-related systems to all departments. Manage support tickets with third party providers to ensure timely resolution of issues. Prepare and maintain technical documentation to guide users and to assist with the ongoing operation, maintenance, and development of the system. Develop reports and reporting tools to promote efficiencies, improve abilities of the team to respond to various trends, and provide better access to data available. Look for opportunities to automate or improve business processes with technology. Track and document work on user requests and projects in ticketing system. Assist with deskside support for items that require on-site assistance Raise any issues or concerns that arise during day-to-day work to the Vice President of Administration & IT or President. Other duties as assigned. Qualifications Employment Eligibility: Must be authorized to work in the US on a full-time basis without sponsorship. Education: 4-year college degree or equivalent experienceRequired Experience: Knowledge of the ways various systems interact and how changes in operations, the environment and other conditions will affect outcomes. 3-4 years' experience in implementing and training on-premise Business Central 365 NAV. 3-4 years' experience in programming in C/Side and C/AL 3-4 years' experience in utilizing NAV and related add-ons for Manufacturing, Warehousing, and Inventory, General Ledger, Accounts Receivable, and Accounts Payable. 3-4 years' experience in SQL Server, include SQL Server Reporting Services. 3-4 years' experience in Project Management.Skills: Computer - proficient with Microsoft Outlook and Word; advanced user of Excel and SharePoint Mathematical reasoning - perform mathematical and measurement conversions, knowledge of common units for textiles High attention to detail accuracy in entering data and in communicating information with others; ability to see errors and identify inconsistencies Problem Solving work independently and with others to resolve issues Collaboration Work effectively with other personnel to achieve established outcomes Communication Excellent verbal and written communication Multi-tasking Ability to manage and complete multiple tasks with deadlines  About INSPYR SolutionsAs a leading technology solutions company, we connect top IT talent with clients to provide innovative business solutions through our IT Staffing, Professional Services, and Infrastructure Solutions divisions. There are four elements that set us apart and serve as pillars of our company philosophy: Quality, Expertise, People, and Relationships. By always striving for excellence in these areas and focusing on the human aspect of our business, we work seamlessly together with our talent and clients to match the right solutions to the right opportunities. Learn more about us at inspyrsolutions.com.INSPYR Solutions provides Equal Employment Opportunities (EEO) to all employees and applicants for employment without regard to race, color, religion, sex, national origin, age, disability, or genetics. In addition to federal law requirements, INSPYR Solutions complies with applicable state and local laws governing nondiscrimination in employment in every location in which the company has facilities.",2023-10-27T16:27:09.000Z,,10228513,23-72964
1527,Google Cloud Platform Data Architect,,,,,Qcentum Technologies,,"  Data Architect JD:     Requirements   BS Degree in Computer Science or a related field Proven experience as a Cloud Data Architect or in a similar role, with a focus on designing and implementing cloud-based data architectures. 10+ years industry experience, 4+ years in a similar role Strong experience of cloud platforms (e.g., AWS, Azure, Google Cloud) and their data services. Expertise in data modeling, database design, and data integration techniques. Proficiency in SQL and Python and scripting languages for data manipulation and transformation. Familiarity with big data technologies and distributed computing frameworks (e.g., Hadoop, Spark). Understanding of data governance principles, data security, and regulatory compliance. Experience with data visualization and business intelligence tools (e.g., Tableau, Looker) is a plus Versatility: Experience across the entire spectrum of data engineering, including:  Cloud data stores (Example: Snowflake, Google Cloud Platform BigQuery, Google Cloud Platform BigTable, Google Cloud Platform FireStore, Google Cloud Platform CloudSQL) Data pipeline and workflow orchestration tools (e.g., Dataflow, Airflow, Azkaban) Data processing technologies  Data messaging technologies (e.g., Google Cloud Platform PubSub, Kafka)   Strong Unix/Linux Shell scripting, Demonstrated knowledge of industry trends and standards Ability to think through multiple alternatives and select the best possible solutions for strategic and tactical business needs, and Excellent verbal and written communication  Nice To Have  Experience with Google Cloud Platform Machine Learning Engineering Certificate (with corresponding work experience)  ",2023-01-11T17:46:06.000Z,,RTX1cb7a0,2023-24
1528,Software Developer - Secret Clearance Require,,,,,Data Systems Analysts Inc. (DSA),,"DSA is a highly skilled and motivated Software Developer to join our team at Fort Detrick, MD. As a Software Developer, you will be responsible for designing, developing, and maintaining software applications critical to our mission. The Software Developer should possess a strong background in software development, version control, and have experience working in a Linux environment. Knowledge of JavaScript, Java, and web programming is essential, with additional experience in UI design, automated testing, and CI/CD considered advantageous. The successful candidate must be able to obtain a T/S SCI clearance to work on classified projects. Required Qualifications: Bachelor's degree in Computer Science or equivalent field. A minimum of three years of professional programming experience, demonstrating a strong grasp of software development principles and methodologies. Proficiency in JavaScript is preferred, with additional experience in Java being a valuable asset. Strong background in web programming and experience with the Angular framework. Familiarity with UI design principles and UI prototyping tools. Exposure to version control software, with knowledge of GIT being beneficial. Experience in a Linux-based software development environment. Knowledge of automated testing practices and CI/CD workflows is considered advantageous. Excellent problem-solving skills, attention to detail, and the ability to work both independently and collaboratively in a team environment. Must be eligible to obtain a T/S SCI clearance to work on classified projects at Fort Detrick, MD.Responsibilities: Develop and maintain software applications and solutions that meet the organization's needs and requirements. Collaborate with cross-functional teams to gather and analyze user requirements, design software solutions, and implement new features. Utilize version control software, with GIT knowledge being a valuable asset, to manage codebase and ensure seamless collaboration among developers. Work in a Linux environment to develop and test software, ensuring compatibility and performance optimization. Leverage expertise in JavaScript to create interactive and responsive user interfaces for web applications. Utilize Java for software development, with experience in this language being considered a plus. Employ the Angular framework for web development, enhancing the user experience and creating dynamic web applications. Demonstrate proficiency in UI design and UI prototyping to develop visually appealing and intuitive interfaces. Implement automated testing procedures to ensure software quality and reliability, and promote continuous integration and continuous deployment (CI/CD) practices. Comply with security protocols and requirements, ensuring the ability to obtain a T/S SCI clearance to work on classified projects at Fort Detrick.Many of DSA's positions require the ability to obtain a security clearance. In addition, applicants who accept a conditional offer of employment may be subject to government security investigation(s) and must meet eligibility requirements for access to classified information. DSA is proud to be an Affirmative Action/Equal Opportunity Employer. DSA is committed to treating all employees and applicants for employment with respect and dignity and maintaining a workplace that is free from unlawful discrimination. All applicants will be considered for employment without regard to race, color, religion, age, national origin, ancestry, ethnicity, gender (including pregnancy, childbirth, breastfeeding or other related medical conditions), gender identity, gender expression, sexual orientation, marital status, veteran status, disability, genetic information, citizenship status, characteristic or membership in any other group protected by federal, state or local laws. DSA requires background checks , where permitted ,  by law. DSA is an E-Verify Employer. #DSA209#LI-AH1",2023-10-16T21:01:27.000Z,,10119839,23-00178
1529,Calypso Analyst,,,,,Net2Source Inc.,,"Net2Source Inc. is an award-winning total workforce solutions company recognized by Staffing Industry Analysts for our accelerated growth of 300% in the last 3 years with over 5500+ employees globally, with over 30+ locations in the US and global operations in 32 countries. We believe in providing staffing solutions to address the current talent gap - Right Talent - Right Time - Right Place - Right Price and acting as a Career Coach to our consultants.   Job Title: Senior Calypso AnalystLocation: Jersey City, NJ // Durham, NC/ Westlake, TX (Hybrid/Onsite) Duration: 12+ Months   Job Description:  3+ years of proven business or systems analysis experience (within financial services industry preferred) Derivative Trade Processing and Collateral Management domain expertise from a business and/or technology Experience with Calypso Configuration & CATT tool Experience in defining clear and concise requirements for and providing support for Financial applications. Experience with JIRA, Postman, Excel, SQL, and Microservices based applications preferred. Ability to understand the technology and software architecture of an application. Strong analysis skills, with a proven track record of delivery of sophisticated technology projects Bachelor's degree (or above) in either Computer Science, Management Information Systems, Business Information Systems, Mathematics or Finance related field Good interpersonal, relationship management and facilitation skills. You are a strong contributor with a harmonious work style. Ability to establish and maintain positive relationships with business partners and technology Confident with having trade off conversations with business partners. A consistent track record of excellent written and verbal communication skills with business and technical team members across the organization Why work with us - At Net2Source, we believe everyone has an opportunity to lead. We see the importance of your perspective and your ability to create value. We want you to fit in with an inclusive culture, focus on work-life fit and well-being, and a supportive, connected environment; but we also want you to stand out with opportunities to have a strategic impact, innovate, and take necessary steps to make your mark. We help clients with new skilling, talent strategy, leadership development, employee experience, transformational change management and beyond.  Equal Employment Opportunity Statement:Net2Source is an Equal Opportunity Employer. We believe that no one should be discriminated against because of their differences, such as age, disability, ethnicity, gender, gender identity and expression, religion or sexual orientation. Our rich diversity makes us more innovative, more competitive, and more creative, which helps us better serve our clients and our communities. All employment decisions shall be made without regard to age, race, creed, color, religion, sex, national origin, ancestry, disability status, veteran status, sexual orientation, gender identity or expression, genetic information, marital status, citizenship status or any other basis as protected by federal, state, or local law. Awards and Accolades:  America's Most Honored Businesses (Top 10%)  Awarded by USPAAC for Fastest Growing Business in the US 12th Fastest Growing Staffing Company in USA by Staffing industry Analysts in the US (2020, 2019, 2020) Fastest 50 by NJ Biz (2020, 2019, 2020) INC 5000 Fastest growing for 8 consecutive years in a row (only 1.26% companies make it to this list) Top 100 by Dallas Business Journal (2020 and 2019) Proven Supplier of the Year by Workforce Logiq (2020 and 2019) 2019 Spirit of Alliance Award by Agile1  2018 Best of the Best Platinum Award by Agile1  2018 TechServe Alliance Excellence Awards Winner  2017 Best of the Best Gold Award by Agile1(Act1 Group) Kapil SharmaManager: Client Delivery ServicesNet2Source Inc.Corp. HQ S: 270 Davidson Ave., Suite 704, Somerset, NJ 08873, USAT:  Ext.  440     | D:  | F: Email: Kapil.sharma | Web:  LinkedIn: http://  To unsubscribe from Net2Source mailing list, click #ITC    ",2023-08-16T22:03:36.000Z,,10271304,23-24165
1530,Data Architect,,,,,Atika Tech,,"       Job Title: Data Architect  Long Term Contract    Location: REMOTE     Responsibilities:    Lead the technical delivery of the Sight Machine data platform for large manufacturing enterprises through the customer lifecycle: discovery, implementation, expansion, and  ongoing support   Investigate, diagnose, and resolve data challenges using common data mining  techniques that often involve creating custom python notebooks or constructing complex  SQL queries   Collaborate with product and platform engineering teams to define and optimize new  features at scale   Design and build complex, streaming data pipelines that synthesize disparate manufacturing data sources using a proprietary ETL engine Collaborate with Data Scientists to design and implement advanced analytics  using Client/AI   Analyze key customer uses cases, identify data sources, and architect common  data solutions that unlock insights to enable data-driven continuous improvement  opportunities   Partner with customer teams to establish trust in the Sight Machine data  foundation and drive adoption of the system.   Build and leverage data dictionaries and process flow diagrams for complex data  solutions   Present technical implementation details and analytical findings to internal and  external stakeholders including technical team and executives   Visit customer sites to observe the manufacturing process first-hand and map  data elements to physical processes   Develop various hypotheses, identify questions and data points required to prove  out hypotheses, along with different methods and approaches     Qualifications      Ability to work independently and collaboratively with other teams to achieve  goals and represent the business.   Experience working with batch or streaming data processes   Experience writing SQL query expressions to extract, report on, and analyze data  from SQL and NoSQL databases   Ability to navigate relational databases using ER diagrams to develop SQL query  paths for data extraction   Strong analytical ability and critical thinking skills   Excellent written and verbal communication skills with the ability to translate  complex technical information into business friendly language   Comfortable working with and presenting information to a variety of customer  users, from frontline plant employees to senior executives Ability to travel to customer sites in the U.S. and abroad (up to 25%)     Also helpful, but not required:    Experience with technologies such as Python, Java, Git, JSON, Jinga, Apache  Kafka, and Pandas or R   Experience with data visualization and dashboarding tools like PowerBI, Tableau,  Looker, etc.   Experience working in a manufacturing environment or on 6 sigma projects   Experience in consulting and implementing new technologies   Experience troubleshooting and debugging      Thanks & Regards,    Deepak    XL Impex Inc    dba Atika Technologies     5 Independence Way, Suite 300     Princeton, NJ 08540     Email: deepak@  atikatechnologies (dot) com      Work: 609-619-57 (seven one)  ",2023-10-19T19:01:47.000Z,,10506616,23-01152
1531,Contract Specialist JW3OT,,,,,iSphere,,"Join iSphere, a leading IT Consulting Firm, as a Contract Specialist for a compelling 12+ month opportunity in the Tulsa Area, OK. Be part of a dynamic team responsible for managing procurement activities in the Information Technology sector.Key Responsibilities:- Manage IT procurement processes, including software, hardware, maintenance, and services.- Oversee daily procurement tasks, such as contract negotiation, administration, invoice resolution, and supplier relations management.- Contribute to Procurement goals by executing Master Agreements and commercial strategies.- Ensure compliance with Contracting Standards & Procedures and drive continuous improvement in contracting processes.- Manage assigned categories efficiently, focusing on stakeholder engagement and risk mitigation.- Maintain contract files according to document retention policies and support audit activities.- Lead formal RFx processes through Ariba and iCertis, including pre-bid meetings, bid evaluations, and award approvals.- Resolve contract disputes and collaborate with Legal to ensure compliance with client requirements and legal statutes.Essential Qualifications:- Bachelor's degree or 8 years of experience in Procurement and/or Information Technology.- Proficiency in purchase orders, sourcing, negotiations, and contracting.- Strong skills in Microsoft Office, PowerPoint, SAP, Ariba, and other procurement technologies.- Ability to manage multiple Procurement initiatives concurrently across sourcing, contracting, materials management, and Procure-To-Pay (P2P).Desirable Skills:- Procurement experience in the energy industry.- Capability to work effectively with various functions and stakeholders in a matrixed organization.- Excellent analytical, written, verbal, and interpersonal communication skills, with a strong ability to negotiate and influence critical decisions.Apply now to become an IT Contract Specialist at iSphere and contribute to the success of our growing IT Consulting Firm in Houston.ministration of Information Technology software, hardware, maintenance, and services.",2023-10-20T22:07:46.000Z,,10125713,23-05437
1532,Governance Risk Compliance,,,,,INSPYR Solutions,,"Title: (Governance Risk Compliance)Location: (Boca Raton, FL)Duration: (12 Plus months)Compensation: ($75-$90/hr )Work Requirements: , Holders or Authorized to Work in the US The management, assessment, and mitigation of risks are fundamental components of our information assurance and cyber security program at the Florida Turnpike Enterprise. This position leads the IT security risk and audit program for information systems security using generally accepted standards and frameworks for IT audit and risk management (e.g., NIST, ISO, PCI, and ISACA). The position is responsible for the development and implementation of the IT security risk and audit strategy that perform information systems and business process risk assessments and evaluate the effectiveness of technical, physical, and administrative controls to identify control weakness. This individual will interface with the Security Operations, IT Operations, and various business units to: Perform PCI, ISO, COBIT, and applicable State of Florida cybersecurity controls-related reviews to ensure that current, new, and technology infrastructure complies with these standards and Department's security policies. Plan and perform IT security controls effectiveness quarterly reviews. Manage remediation efforts for the identified gaps including assessment of new or enhanced implemented controls. Maintain IT security risk and compliance matrix and performs management reporting. This will include IT systems controls, and business process risks to meet compliance requirements. Provide risk mitigation strategies Maintain Third Party Risk Management Program (TPRM) and analyze SOC-2 and other reporting including mapping to key IT security and compliance controls such as NIST, PCI, and COBIT. Manage IT security vulnerabilities management program aligned with PCI and NIST standards. Identifying and ranking the value, sensitivity, and criticality of the operations and assets that could be affected should a threat materialize in order to determine which operations and assets are the most important. For the most critical and sensitive assets and operations, estimating the potential losses or damage that could occur if a threat materializes, including recovery costs. Identifying cost-effective actions to mitigate and reduce risk. These actions can include implementing new organizational policies and procedures as well as the design of technical or physical controls. Coordinating, tracking, and verifying remediation of audit findings. Documenting the results and developing a plan of action and milestones for mitigating any identified risk. Produce formal audit reports based on ISACA Audit Standards. Promotes compliance with regulatory requirements (e.g. PCI DSS) and IT best practices.GRC Risk Analyst Skills & Requirements: 7-10 years of IT Audit experience (CISA certified preferred) 3 years of IT Risk Management lifecycle experience 3 years of hands-on technical experience (e.g. developer, system administrator) Experience working with NIST 800-30 Risk Assessment Standard Extensive experience with IT General Controls evaluation and design Advanced skill level in business process mapping and documentation as well as policy and procedure development Recent experience in Information Security with up-to-date knowledge of the current threat landscape. Solid understanding of PCI DSS standardsEducation and Certifications: Bachelor's Degree in Computer Science, Information Systems, Business Administration, or other related field and/or equivalent work experience. CISA and CISSP certifications (preferred).Our benefits package includes: (EXCLUDE on perm placements) Comprehensive medical benefits Competitive pay, 401(k) Retirement plan  and much more! About INSPYR Solutions: As a leading information technology partner, we connect top IT talent with our clients to provide innovative business solutions through our IT Staffing, Professional Services, and Infrastructure Solutions divisions. We understand and value the unique needs of  information technology professionals in the industry and always strive to stay above the curve. Our company was founded on the following core values: Be the Best, Understand the Urgency, Never Ever Give Up, Have the Courage to Excel, and . We take pride in our business model and strive to create a positive workplace environment through an exemplary culture. INSPYR Solutions provides Equal Employment Opportunities (EEO) to all employees and applicants for employment without regard to race, color, religion, sex, national origin, age, disability, or genetics. In addition to federal law requirements, INSPYR complies with applicable state and local laws governing nondiscrimination in employment in every location in which the company has facilities.",2023-10-26T17:02:16.000Z,,10228513,23-72970
1533,SAP ABAP Developer,,,,,Sarian Solutions,,"Role::SAP ABAP Developer Location::Milwaukee, WI Duration::Fulltime   We are looking for an ABAP Developer for our client in Wisconsin.     Required Skills & Experience:   Should have at least 5-6 years of experience in WRICEF development Experience developing within the Source-to-Pay workstream Developing within S4/HANA on-premises SAP HANA API suite for HANA on-prem (3 years) SAP Gateway ODATA Services (custom and out-of-the-box) SAP Events SAP BTP Integration Suite (3 years) SAP Cloud Integration (CPI) Development - (3 years or demonstrated experience in developing multiple integrations with Cloud Integration) Experience integrating SAP with Kafka Experience integrating SAP with Coupa Experience with Event-Based Integration SAP Event Mesh    ",2023-09-15T13:45:59.000Z,,10412358,2023-14221
1534,Senior Cybersecurity Specialist  - TS/SCI Required,,,,,Data Systems Analysts Inc. (DSA),,"Are you qualified with this level of clearance; but are not near Charlottesville?  Ask About Relocation; send an email to  and state that you are applying and that you are interested in relocation assistance to Charlottesville VA.  Are you a seasoned cybersecurity professional with a deep understanding of securing computer systems and a strong background in accreditation activities? Do you possess a wealth of experience in achieving cybersecurity assessment and authorization in compliance with DoD and Army policies? If so, we invite you to join our team as a Senior Cybersecurity Specialist at NGIC's Charlottesville, VA location.Key Responsibilities:As a Senior Cybersecurity Specialist, you will play a crucial role in maintaining the security posture of NGIC's computer systems and ensuring compliance with the highest cybersecurity standards. Your responsibilities will include, but are not limited to:  Cybersecurity Assessment and Authorization (A&A): Lead and participate in the process of achieving cybersecurity assessment and authorization for systems within the NGIC environment. Collaborate with stakeholders to ensure systems are compliant with relevant DOD and Army cybersecurity policies and instructions.   Security Plan Development: Create and maintain comprehensive security plans that outline the security controls and measures to protect NGIC's information systems. Ensure plans are aligned with industry standards, such as NIST 800-53, and are tailored to the organization's specific needs.   Risk Management Framework (RMF): Utilize your expertise in the RMF to guide the assessment, mitigation, and documentation of risks associated with NGIC's IT environment. Apply RMF principles to drive continuous improvement in security posture.   Compliance Standards Application: Apply your in-depth knowledge of compliance standards, including NIST 800-53 and DISA STIGs, to assess and enhance the security of large and complex IT environments. Develop strategies to align systems with these standards.   Vulnerability Management: Leverage vulnerability management tools such as Nessus and Prisma cloud compute to identify and remediate potential vulnerabilities in NGIC's systems. Play a pivotal role in maintaining a secure infrastructure.   eMASS Utilization: Utilize eMASS tools effectively to manage and track the documentation, assessments, and authorization processes related to cybersecurity activities.   Operating Systems Expertise: Demonstrate proficiency in both Linux and Windows operating systems to address security concerns and implement protective measures.   Communication Skills: Exhibit strong written and verbal communication skills to collaborate with cross-functional teams, articulate cybersecurity requirements, and present findings to leadership. Qualifications and Experience: Clearance: TS/SCI Clearance Required. Certification: DoD 8570.01M IAT Level II Certification (Security+ most common). Experience: At least five years of hands-on experience securing computer systems, performing accreditation activities, and/or writing security plans. Cybersecurity A&A: Minimum of two years of experience in achieving cybersecurity assessment and authorization. Policy Familiarity: Thorough understanding of DOD and Army Cybersecurity policies and instructions. Framework Proficiency: Strong familiarity with the Risk Management Framework (RMF), NIST 800-53, and DISA STIGs. Compliance Application: Proven experience applying compliance standards to large and complex IT environments. eMASS and Tools: Proficiency with eMASS tools and experience with vulnerability management tools such as Nessus and Prisma cloud compute. Operating Systems: Strong experience with both Linux and Windows Operating Systems. Communication: Excellent written and verbal communication skills.M any of DSA's positions require the ability to obtain a security clearance. In addition, applicants who accept a conditional offer of employment may be subject to government security investigation(s) and must meet eligibility requirements for access to classified information. DSA is proud to be an Affirmative Action/Equal Opportunity Employer. DSA is committed to treating all employees and applicants for employment with respect and dignity and maintaining a workplace that is free from unlawful discrimination. All applicants will be considered for employment without regard to race, color, religion, age, national origin, ancestry, ethnicity, gender (including pregnancy, childbirth, breastfeeding or other related medical conditions), gender identity, gender expression, sexual orientation, marital status, veteran status, disability, genetic information, citizenship status, characteristic or membership in any other group protected by federal, state or local laws. DSA requires background checks , where permitted ,  by law. DSA is an E-Verify Employer. #DSA209#LI-AH1",2023-10-13T17:01:06.000Z,,10119839,23-00175
1535,Nurse Manager Med Surg,,,,,Net2Source Inc.,,"Net  2 Source Inc. is an award-winning total workforce solutions company recognized by Staffing Industry Analysts for our accelerated growth of 300% in the last 3 years with over 5500+ employees globally, with over 30+ locations in the US and global operations in 32 countries. We believe in providing staffing solutions to address the current talent gap Right Talent Right Time Right Place Right Price and acting as a Career Coach to our consultants.Position Details:Job Title: Nurse Manager - Med Surge Location:Lakewood, CODuration: Full-time PermanentShift: Days Required Qualifications:     3 years RN experience, required  1-year clinical leadership experience, required  High School GED required  A degree in nursing (BSN or MSN), required  Masters Degree preferred  RN License to practice in Colorado or Kansas as applicable  BLS through the American Heart Association  Must sit for appropriate board certification within six months of hire or transfer into the role. Certification must be passed/obtained within two years of hire or transfer into the role.  Clinical and/or Leadership certification required within 6 months of hire or transfer.  Credential: Nursing Specific- ANCC Approved Physical Requirements -Medium Work - (Exert up to 50lbs force occasionally, and/or up to 20lbs frequently, and/or up to 10lbs constantly)     Equal Employment Opportunity Statement: Net2Source is an Equal Opportunity Employer. We believe that no one should be discriminated against because of their differences, such as age, disability, ethnicity, gender, gender identity and expression, religion, or sexual orientation. Our rich diversity makes us more innovative, more competitive, and more creative, which helps us better serve our clients and our communities. All employment decisions shall be made without regard to age, race, creed, color, religion, sex, national origin, ancestry, disability status, veteran status, sexual orientation, gender identity or expression, genetic information, marital status, citizenship status, or any other basis as protected by federal, state, or local law.Regards,Vivek ThakurDelivery ManagerOffice:  | Fax: | Email:",2023-08-18T18:03:28.000Z,,10271304,23-24692
1536,ServiceNow Administrator/Developer,,,,,Atika Tech,,"Position: ServiceNow Administrator/DeveloperLocation: RemoteType: FulltimeJD:As part of the ServiceNow Team, the ServiceNow Administrator/Developer is responsible for managing and configuring the ServiceNow environment. The Administrator will work with the development team to provide solutions to business problems for our clients and will assist other teams within the organization in expanding and enhancing the adoption of ServiceNow.Perform daily administration of the ServiceNow platform and resolution of issuesFamiliar with the following ServiceNow modules; incident management, knowledge management, Strategic Portfolio Management (ITBM) and catalog managementProvide ServiceNow configurations that are tailored to the needs and enhancement requests of customers in accordance with platform best practices and standardsAbility to understand the features and enhancements of ServiceNow and share knowledge with othersExperience with Business Rules, Client Scripts, Script Includes, UI Scripts, UI Pages, UI Macros, and UI Policies.Experienced with web-based scripting languages (JavaScript, XML, HTML, CSS)Knowledge of Agile SDLC processes and SCRUM methodologyExperience with the development and maintenance of Service Portals, Knowledge Bases, and WorkflowsThanks & Regards,Neeraj SharmaXL Impex Inc dbaAtika Technologies5 Independence Way, Suite 300Princeton, NJ 08540 neeraj AT atikatechnologies DOT com",2023-10-27T21:01:41.000Z,,10506616,23-01183
1541,SAP Application Change Manager JW3OI,,,,,iSphere,,"Houston IT Consulting Firm iSphere Seeking SAP Application Change Manager in Tulsa, OK AreaiSphere, a leading IT consulting firm in Houston, is currently seeking an experienced SAP Application Change Manager for a 6+ month opportunity to join our team in the Tulsa, OK area. The successful candidate will be responsible for implementing a structured SAP application change methodology and supporting users throughout the change management process. Key tasks include managing process documentation, assisting with training, and ensuring compliance with controls.Key Responsibilities:* Manage the SAP change management process using SAP ChaRM and ServiceNow applications, including:   o Ensuring adherence to processes   o Facilitating efficient change processing   o Providing guidance and direction on the process as needed* Develop and maintain training materials and help aids* Create and maintain common work process documentation* Coordinate and deliver training on the SAP change management process* Assist in conducting self-audits of SAP change management activities and reporting non-compliance* Develop related statistics and reports* Address tickets assigned to the team* Participate in testing of the change management toolQualifications:* At least 1 year of relevant work experience in an IT environment* Strong organizational and time management skills* Excellent technical aptitude and problem-solving abilities* Prior experience with SAP and ServiceNow's Incident Management* Outstanding communication skills, both written and verbal* Experience in creating training materials, help aids, and process documentation* Ability to work effectively in a team-oriented, collaborative environmentApply now to join iSphere, a top IT consulting firm in Houston, as an SAP Application Change Manager in the Tulsa, OK area.",2023-10-09T17:08:03.000Z,,10125713,23-05432
1542,"W2 - Sr IT Systems Engineer (JavaScript, SQL Server) - Remote",,,,,Tanson Corp,,"Duties: Position Overview: (Major Functions and Non-Essential Functions):  Under general supervision and guidance, the Senior IT Systems Engineer is responsible for the maintenance and support of moderately complex systems software and hardware computer systems at multiple client sites. Actively monitor and respond to technical hardware and software problems utilizing hardware and software testing tools and techniques as well as assist in managing overall system capacity. May Interface with vendor support service groups or other external support teams to ensure proper escalation during outages or periods of degraded system performance. Expected to contribute to the selection, implementation, and maintenance of custom system software, and/or the installation and maintenance of purchased systems software, plus the configuration and support of hardware systems across client. May also be asked to evaluate new products/technologies to determine impact on existing system configurations; assist with cost/benefit analysis, and feasibility studies; and assist in preparation and presentation of proposals that consider alternatives and business case gains needed for comprehensive institutional consideration. Required to produce and maintain documentation such as systems requirements, designs, resource inventories and plans as requested by the work unit leadership. Works effectively across departmental organizations gaining consensus of stakeholders. Work will be reviewed for quality, timeliness, and adequacy at predetermined milestones. Develops and maintains effective relationships with the I.T. technical staff and management across all client sites in the support of multiple projects simultaneously. May be asked to perform consulting tasks or act as an information resource and/or mentor both internally and externally to the work unit. Consistently demonstrates the ability to take responsibility and accountability for managing work with little or no direct supervision. Demonstrated ability to multi-task and prioritize issues appropriately. Must have demonstrated the ability to interact effectively with a variety of personnel at multiple sites. Candidates must demonstrate proficient verbal and written communication skills using English. Occasional weekends and evening coverage will be required. Participation in 24 x 7 on-call rotation also required. Must be able to see and hear within normally acceptable standards.  Skills: Additional Experience and/or Qualifications: (Has Achieved Competency in the Following Areas, Job Knowledge and Additional Considerations): Experience working in healthcare technology. Bachelor's degree in computer science, information systems, engineering or related field; Master's degree in a relevant technical discipline helpful. MCSE, CCNA, or other IT related certifications.   Qualified candidates should have demonstrated experience in managing operating systems, including configuration, internals, and maintenance processes. Qualified candidates should have knowledge of system design principles, software development methodologies, project management methodologies, and some computer programming and/or system support experience. Experience managing both custom developed and vendor-supplied applications helpful. Advanced knowledge of multiple operating systems, including configuration, internals, and maintenance processes.   A working knowledge of the following is preferred: Client/Server application architecture, Clustering, VB and scripting tools; MS SQL Server, Oracle, My SQL, DB2 or Sybase; Web Architecture including HTML, JavaScript, Active Server Pages (ASP), PHP; Network topologies and protocols e.g. IEEE 802.3, 802.11a/b/g, 802.1x, TCP/IP; SAN, NAS, virtualized storage environments. Experience in system hardware design, ordering, configuration, testing and implementation of large projects. Proficient verbal and written communication skills using English.  Education: Minimum Education and/or Experience Required: (Education Requirements and Experience): This position requires a Bachelor's degree plus 3 years of demonstrated technical experience or an Associate degree plus 5 years of demonstrated technical experience. A high school diploma and 7 years of demonstrated IT technical experience focused on managing operating systems, including configuration, internals, and maintenance processes in a large, complex organization like client may be considered in lieu of the degree.  Required Skills: JAVASCRIPT, MS SQL SERVER  Hours Per Day: 8.00 Hours Per Week: 40.00   Pay range - $40 to $46 per hour on W2.",2023-10-24T14:31:07.000Z,,10123090,2023-8520
